id,name,description,category,hsn_code,meta,created_at,updated_at,category_code
892,"ARTICLES OF IRON OR STEEL~Tube or pipe fittings (for example, couplings,",,Articles of iron or steel,730719,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
893,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - CAST FITTINGS : OTHER",,Articles of iron or steel,73071900,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
894,"ARTICLES OF IRON OR STEEL~Tube or pipe fittings (for example, couplings,",,Articles of iron or steel,730721,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
895,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER, OF STAINLESS STEEL : FLANGES",,Articles of iron or steel,73072100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
896,"ARTICLES OF IRON OR STEEL~Tube or pipe fittings (for example, couplings,",,Articles of iron or steel,730722,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
897,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER, OF STAINLESS STEEL : THREADED ELBOWS, BENDS AND SLEEVES",,Articles of iron or steel,73072200,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
898,"ARTICLES OF IRON OR STEEL~Tube or pipe fittings (for example, couplings,",,Articles of iron or steel,730723,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
899,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER, OF STAINLESS STEEL : BUTT WELDING FITTINGS",,Articles of iron or steel,73072300,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
900,"ARTICLES OF IRON OR STEEL~Tube or pipe fittings (for example, couplings,",,Articles of iron or steel,730729,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
901,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER, OF STAINLESS STEEL : OTHER",,Articles of iron or steel,73072900,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
902,Flanges,,Articles of iron or steel,730791,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
903,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : FLANGES : GALVANISED",,Articles of iron or steel,73079110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
904,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : FLANGES : OTHER",,Articles of iron or steel,73079190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
905,"Threaded elbows, bends and sleeves",,Articles of iron or steel,730792,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
906,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : THREADED ELBOWS, BENDS AND SLEEVES : GALVANISED",,Articles of iron or steel,73079210,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
907,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : THREADED ELBOWS, BENDS AND SLEEVES : OTHER",,Articles of iron or steel,73079290,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
908,Butt welding fittings,,Articles of iron or steel,730793,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
909,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : BUTT WELDING FITTINGS : GALVANISED",,Articles of iron or steel,73079310,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
910,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : BUTT WELDING FITTINGS : OTHER",,Articles of iron or steel,73079390,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
911,Other,,Articles of iron or steel,730799,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
912,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : OTHER : GALVANISED",,Articles of iron or steel,73079910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
913,"TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES), OF IRON OR STEEL - OTHER : OTHER : OTHER",,Articles of iron or steel,73079990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
914,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK- GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS,...",,Articles of iron or steel,7308,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
915,"ARTICLES OF IRON OR STEEL~Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames ...",,Articles of iron or steel,730810,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
916,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73081000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
917,Towers and lattice masts,,Articles of iron or steel,730820,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
918,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73082011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
919,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73082019,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
920,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73082020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
921,"ARTICLES OF IRON OR STEEL~Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames ...",,Articles of iron or steel,730830,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
922,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73083000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
923,"ARTICLES OF IRON OR STEEL~Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames ...",,Articles of iron or steel,730840,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
924,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73084000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
925,Other,,Articles of iron or steel,730890,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
926,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
1135,"ARTICLES OF IRON OR STEEL~Sanitary ware and parts thereof, of iron or steel~Sinks and wash basins, of stainless steel",,Articles of iron or steel,732410,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
927,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
928,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
929,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089040,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
930,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089050,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
931,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089060,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
932,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089070,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
933,"STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, LOCK-GATES, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAME-WORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, ...",,Articles of iron or steel,73089090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
934,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT",,Articles of iron or steel,7309,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
935,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",,Articles of iron or steel,730900,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
936,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",,Articles of iron or steel,73090010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
937,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",,Articles of iron or steel,73090020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
938,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",,Articles of iron or steel,73090030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
939,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",,Articles of iron or steel,73090040,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
940,"RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT - RESER...",,Articles of iron or steel,73090090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
941,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQU...",,Articles of iron or steel,7310,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
942,Of a capacity of 50 l or more,,Articles of iron or steel,731010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
943,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73101010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
944,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73101020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
945,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73101090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
946,Cans which are to be closed by soldering or crimping,,Articles of iron or steel,731021,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
947,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73102110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
948,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73102190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
949,Other,,Articles of iron or steel,731029,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
950,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73102910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
951,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73102920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
952,"TANKS, CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEATINSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUI...",,Articles of iron or steel,73102990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
953,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL",,Articles of iron or steel,7311,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
954,"Containers for compressed or liquefied gas, of iron or steel",,Articles of iron or steel,731100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
955,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : LIQUEFIED PETROLEUM GAS (LPG) CYLINDER",,Articles of iron or steel,73110010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
956,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : LOW PRESSURE CYLINDER (WORKING PRESSURE UP TO 35.2 KG/SQ.CM OTHER THAN LPG)",,Articles of iron or steel,73110020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
957,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : HIGH PRESSURE CYLINDER (WORKING PRESSURE EXCEEDING 35.2 KG/SQ.CM)",,Articles of iron or steel,73110030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
958,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL - CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL : OTHER",,Articles of iron or steel,73110090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
959,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED",,Articles of iron or steel,7312,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
960,"Stranded wire, ropes and cables",,Articles of iron or steel,731210,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
961,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : WIRE ROPES, BLACK",,Articles of iron or steel,73121010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
962,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : WIRE ROPES, GALVANISED",,Articles of iron or steel,73121020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
963,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : STRANDED WIRE",,Articles of iron or steel,73121030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
964,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - STRANDED WIRE, ROPES AND CABLES : OTHER",,Articles of iron or steel,73121090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
965,"ARTICLES OF IRON OR STEEL~Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not",,Articles of iron or steel,731290,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
966,"STRANDED WIRE, ROPES, CABLES, PLAITED BANDS, SLINGS AND THE LIKE, OF IRON OR STEEL, NOT ELECTRICALLY INSULATED - OTHER",,Articles of iron or steel,73129000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
967,"BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL",,Articles of iron or steel,7313,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
968,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel",,Articles of iron or steel,731300,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
969,"BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL - BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWIS...",,Articles of iron or steel,73130010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
970,"BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL - BARBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWIS...",,Articles of iron or steel,73130020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
971,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - Woven cloth",,Articles of iron or steel,7314,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
972,"ARTICLES OF IRON OR STEEL~Cloth (including endless bands), grill,",,Articles of iron or steel,731412,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
973,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : ENDLESS BANDS FOR MACHINERY, OF STAINLESS STEEL",,Articles of iron or steel,73141200,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
974,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL - WOVEN CLOTH : OTHER ENDLESS BANDS FOR MACHINERY",,Articles of iron or steel,73141300,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,73
