id,name,description,category,hsn_code,meta,created_at,updated_at,category_code
308,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : UNIVERSAL PLATES : OF SHIP BUILDING QUALITY",,Iron and Steel,72119013,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
309,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : OTHER",,Iron and Steel,72119090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
310,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED",,Iron and Steel,7212,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
311,Plated or coated with tin,,Iron and Steel,721210,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
312,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PLATED OR COATED WITH TIN : OTS OR MR TYPE",,Iron and Steel,72121010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
313,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PLATED OR COATED WITH TIN : OTHER",,Iron and Steel,72121090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
314,Electrolytically plated or coated with zinc :,,Iron and Steel,721220,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
315,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - ELECTROLYTICALLY PLATED OR COATED WITH ZINC : CORRUGATED",,Iron and Steel,72122010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
316,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - ELECTROLYTICALLY PLATED OR COATED WITH ZINC : OTHER",,Iron and Steel,72122090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
317,Galvannealed,,Iron and Steel,72122091,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
318,Otherwise plated or coated with zinc :,,Iron and Steel,721230,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
319,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED WITH ZINC : CORRUGATED",,Iron and Steel,72123010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
320,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED WITH ZINC : OTHER",,Iron and Steel,72123090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
321,Galvannealed,,Iron and Steel,72123091,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
322,Other,,Iron and Steel,72123099,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
323,"IRON AND STEEL~Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated~Painted, varnished or coated with plastics",,Iron and Steel,721240,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
324,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PAINTED, VARNISHED OR COATED WITH PLASTICS",,Iron and Steel,72124000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
325,Otherwise plated or coated,,Iron and Steel,721250,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
326,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED : PLATED OR COATED WITH LEAD",,Iron and Steel,72125010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
327,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED : LACQUERED",,Iron and Steel,72125020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
328,Plated or coated with aluminium,,Iron and Steel,72125030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
329,Plated or coated with aluminium-zinc alloys,,Iron and Steel,72125040,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
330,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED : OTHER",,Iron and Steel,72125090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
331,"IRON AND STEEL~Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated~Clad",,Iron and Steel,721260,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
332,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - CLAD",,Iron and Steel,72126000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
334,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",,Iron and Steel,721310,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
335,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PROCESS : OF FREE CUTTING STEEL",,Iron and Steel,72131010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
336,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PROCESS : OTHER",,Iron and Steel,72131090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
337,"Other, of free-cutting steel",,Iron and Steel,721320,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
338,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : ELECTRODE QUALITY",,Iron and Steel,72132010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
339,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : COLD HEADING QUALITY",,Iron and Steel,72132020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
340,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : OTHER",,Iron and Steel,72132090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
341,Of circular cross-section measuring less than 14 mm in diameter,,Iron and Steel,721391,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
342,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION MEASURING LESS THAN 14 MM IN DIAMETER : ELECTRODE QUALITY",,Iron and Steel,72139110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
343,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION MEASURING LESS THAN 14 MM IN DIAMETER : COLD HEADING QUALITY",,Iron and Steel,72139120,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
344,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION MEASURING LESS THAN 14 MM IN DIAMETER : OTHER",,Iron and Steel,72139190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
345,Other,,Iron and Steel,721399,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
346,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRODE QUALITY",,Iron and Steel,72139910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
347,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : COLD HEADING QUALITY",,Iron and Steel,72139920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
348,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : OTHER",,Iron and Steel,72139990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
349,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOTROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING",,Iron and Steel,7214,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
350,Forged,,Iron and Steel,721410,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
351,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - FORGED : SPRING STEEL QUALITY",,Iron and Steel,72141010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
352,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - FORGED : OTHER",,Iron and Steel,72141090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
353,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",,Iron and Steel,721420,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
354,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PR...",,Iron and Steel,72142010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
355,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PR...",,Iron and Steel,72142090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
356,"IRON AND STEEL~Other bars and rods of iron or non-alloy steel, not further worked than forged, hot- rolled, hot-drawn or hot-extruded, but including those twisted after rolling~Other, of free cutting steel",,Iron and Steel,721430,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
357,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER, OF FREE CUTTING STEEL",,Iron and Steel,72143000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
358,Of rectangular (other than square) cross-section,,Iron and Steel,721491,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
359,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION : MILD STEEL BRIGHT BAR",,Iron and Steel,72149110,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
360,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION : OTHER",,Iron and Steel,72149190,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
361,Other,,Iron and Steel,721499,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
362,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OTHER : OF SPRING STEEL QUALITY",,Iron and Steel,72149910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
363,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OTHER : OTHER",,Iron and Steel,72149990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
364,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL,,Iron and Steel,7215,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
365,"IRON AND STEEL~Other bars and rods of iron or non-alloy steel~Of free-cutting steel, not further worked than cold-formed or cold-finished",,Iron and Steel,721510,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
366,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OF FREE-CUTTING STEEL, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED",,Iron and Steel,72151000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
367,"Other, not further worked than cold-formed or cold-finished",,Iron and Steel,721550,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
368,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : MILD STEEL BRIGHT BAR",,Iron and Steel,72155010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
369,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OTHER",,Iron and Steel,72155090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
370,Other,,Iron and Steel,721590,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
371,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : PLATED OR COATED WITH ZINC,,Iron and Steel,72159010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
372,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : PLATED OR COATED WITH OTHER BASE METALS,,Iron and Steel,72159020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
373,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : OTHER,,Iron and Steel,72159090,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
374,"ANGLES, SHAPES AND SECTIONS OF IRON OR NONALLOY STEEL",,Iron and Steel,7216,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
375,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~U, I or H sections, not further worked than hot- rolled,hot-drawn or extruded, of a height of less than 80 mm",,Iron and Steel,721610,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
376,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF LESS THAN 80 MM",,Iron and Steel,72161000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
377,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~L sections",,Iron and Steel,721621,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
378,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - L OR T SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF LESS THAN 80 MM : L SECTIONS",,Iron and Steel,72162100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
379,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~T sections",,Iron and Steel,721622,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
423,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRIC RESISTANCE WIRE (INCLUDING ELECTRIC RESISTANCE HEATING WIRE),,Iron and Steel,72179093,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
380,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - L OR T SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF LESS THAN 80 MM : T SECTIONS",,Iron and Steel,72162200,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
381,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~U sections",,Iron and Steel,721631,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
382,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED OF A HEIGHT OF 80 MM OR MORE : U SECTIONS",,Iron and Steel,72163100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
383,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~I sections",,Iron and Steel,721632,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
384,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED OF A HEIGHT OF 80 MM OR MORE : I SECTIONS",,Iron and Steel,72163200,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
385,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~H sections",,Iron and Steel,721633,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
386,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED OF A HEIGHT OF 80 MM OR MORE : H SECTIONS",,Iron and Steel,72163300,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
387,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more",,Iron and Steel,721640,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
388,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - L OR T SECTIONS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF 80 MM OR MORE",,Iron and Steel,72164000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
389,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded",,Iron and Steel,721650,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
390,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER ANGLES, SHAPES AND SECTIONS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED",,Iron and Steel,72165000,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
391,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Obtained from flat-rolled products",,Iron and Steel,721661,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
392,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OBTAINED FROM FLAT-ROLLED PRODUCTS",,Iron and Steel,72166100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
393,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Other",,Iron and Steel,721669,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
394,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OTHER",,Iron and Steel,72166900,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
395,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Cold-formed or cold-finished from flat rolled products",,Iron and Steel,721691,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
396,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: COLD-FORMED OR COLD-FINISHED FROM FLAT ROLLED PRODUCTS",,Iron and Steel,72169100,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
397,Other,,Iron and Steel,721699,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
398,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : PLATED OR COATED WITH ZINC",,Iron and Steel,72169910,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
399,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : PLATED OR COATED WITH BASE METALS OTHER THAN ZINC",,Iron and Steel,72169920,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
400,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : SLOTTED ANGLES AND SLOTTED CHANNELS",,Iron and Steel,72169930,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
401,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : FORGED",,Iron and Steel,72169940,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
402,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : OTHER",,Iron and Steel,72169990,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
403,WIRE OF IRON OR NON-ALLOY STEEL,,Iron and Steel,7217,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
404,"Not plated or coated, whether or not polished",,Iron and Steel,721710,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
405,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS OF 18 SWG AND BELOW",,Iron and Steel,72171010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
406,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SWG",,Iron and Steel,72171020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
407,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS ABOVE 26 SWG",,Iron and Steel,72171030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
408,Plated or coated with zinc,,Iron and Steel,721720,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
409,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS OF 18 SWG AND BELOW,,Iron and Steel,72172010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
410,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SWG,,Iron and Steel,72172020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
411,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS ABOVE 26 SWG,,Iron and Steel,72172030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
412,Plated or coated with other base metals,,Iron and Steel,721730,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
413,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS OF 18 SWG AND BELOW,,Iron and Steel,72173010,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
414,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SWG,,Iron and Steel,72173020,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
415,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS ABOVE 26 SWG,,Iron and Steel,72173030,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
416,Other,,Iron and Steel,721790,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
417,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION HALF ROUND,,Iron and Steel,72179011,,2023-01-11 05:09:45.817216+00,2023-01-11 05:09:45.817216+00,72
